local,title,paragraph,data,pay
인천 서구, 써브웨이 인천완정역점,써브웨이 인천완정역점 직원모집,시간협의,"시급11,002"
서울 마포구, 써브웨이 공덕역 롯데캐슬점,"[써브웨이공덕] 월,화 오전 6시40분~오후2시 아르바이트 모집합니다",06:30~14:00,"시급9,160"
서울 강동구, 써브웨이 길동역점,[써브웨이길동역점] 아르바이트 모집합니다.,09:00~14:00,"시급9,160"
서울 마포구, 써브웨이 홍대점,SUBWAY샌드위치 / 평일오픈,09:00~16:00,"시급11,000"
서울 마포구, 써브웨이 홍대점,SUBWAY샌드위치 / 주말마감,16:00~23:00,"시급9,200"
서울 강남구, 써브웨이,"써브웨이 대청점  월~금 주5일 오픈, 오픈 미들뽑습니다.",07:30~16:00,"시급9,160"
부산 동구, 써브웨이 부산역점,써브웨이 부산역점에서 평일 마감반 구합니다.,16:00~20:00,"시급9,160"
경남 창원시, 서브웨이 마산경남대점,써브웨이 경남대점 주말 아르바이트 모집,시간협의,"시급9,160"
충남 천안시, 써브웨이천안신부점,써브웨이 천안 신부점에서 정직원 모십니다.,07:30~16:30,"연봉26,000,000"
부산 남구, 써브웨이 부산부경대점,써브웨이 부경대/경성대점 알바모집,08:00~23:00,"시급9,160"
인천 미추홀, 써브웨이 SUBWAY 인천주안역점,써브웨이 주안역점 주말 마감조 파트타이머 모집,17:00~23:30,"시급9,160"
경남 거제시, 써브웨이 거제고현점,써브웨이 거제고현점  알바구함-단기사절-,07:30~14:30,"시급9,160"
