local,title,paragraph,data,pay
인천 미추홀, 반올림피자샵 동인천점,"피자샵 동인천점에서 배달 , 주방 직원 모집합니다~",12:00~00:30,"월급3,500,000"
부산 부산진, 반올림피자샵 부산 주례개금점,라이더 모십니다,시간협의,"월급2,700,000"
부산 부산진, 반올림피자샵 부산 주례개금점,오후 배달라이더 모십니다.,18:00~24:00,"시급9,500"
대구 달성군, 반올림피자샵 대구 화원옥포점,반올림피자샵 화원옥포점 직원 구합니다,16:00~24:00,"시급9,500"
전남 여수시, 반올림피자샵 여수점,반올림피자샵 여수점에서 함께할 스탭을 모집 합니다~,17:00~24:00,"시급11,000"
전남 여수시, 반올림피자샵 여수점,반올림피자샵 여수점에서 함께할 정직원을 모집 합니다~,12:00~23:30,"월급2,700,000"
전남 여수시, 반올림피자샵 여수점,반올림피자샵 여수점에서 함께할 정직원을 모집 합니다~,12:00~23:30,"월급2,700,000"
전남 여수시, 반올림피자샵 여수점,반올림피자샵 여수점에서 함께할 스탭을 모집 합니다~,17:00~24:00,"시급11,000"
전남 여수시, 반올림피자샵 여수점,반올림피자샵 여수점에서 함께할 스탭을 모집 합니다~,17:00~24:00,"시급11,000"
경기 안산시, 반올림피자샵 안산 사동점,주말 토일 주방 아르바이트 하실분 모십니다,15:00~23:00,"시급10,000"
